"","Asian-Americans","Hispanics","Blacks","Illegal Immigrants","Whites","Dem. Pres. Candidate","GOP Pres. Candidate","Libertarian Pres. Candidate","Green Pres. Candidate","Dem. VP","GOP VP","John Roberts","Pope Francis","Christian Fundamentalists","Feminists","Liberals","Labor Unions","Poor People","Big Business","Conservatives","SCOTUS","Gays & Lesbians","Congress","Rich People","Muslims","Christians","Jews","Tea Party","Police","Transgender People","Scientists","BLM"
"2253",95,100,95,15,85,41,60,50,70,50,30,50,85,50,0,40,95,90,70,85,60,100,40,41,100,85,100,50,15,100,100,40
"2254",70,70,70,0,70,30,70,50,50,50,85,85,100,100,50,40,50,60,70,85,70,85,40,50,85,100,100,85,85,85,70,0
"2255",86,100,94,98,94,82,0,51,71,68,80,85,95,53,97,69,84,97,80,86,80,95,98,73,88,63,72,62,69,68,85,98
"2256",60,70,87,40,100,0,85,50,40,15,100,85,100,100,30,0,0,85,60,100,70,0,60,70,50,100,70,60,85,0,30,0
"2258",70,85,85,85,85,20,65,60,85,40,20,50,85,50,40,70,40,70,30,70,85,85,30,50,85,85,85,60,70,50,100,15
"2259",85,85,85,40,85,15,40,70,50,30,60,60,85,30,50,50,40,60,40,60,60,60,40,40,60,85,70,60,85,60,85,15
"2260",70,60,97,15,30,15,59,50,16,50,30,49,52,71,50,50,51,85,52,51,51,70,40,40,60,96,86,52,41,62,99,87
"2262",85,85,85,85,85,79,15,50,50,50,0,50,99,0,85,80,60,100,40,40,85,85,40,50,75,60,70,15,85,50,100,50
"2265",60,60,100,60,60,60,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,100
"2266",90,90,90,30,90,0,80,10,5,10,95,65,40,90,30,10,10,90,70,90,60,50,60,85,50,100,90,70,100,50,85,0
"2268",70,70,85,70,70,100,0,40,50,85,40,60,100,60,85,100,70,85,70,70,70,85,60,70,85,100,85,30,100,85,85,85
"2269",52,51,49,0,80,0,86,0,0,0,92,55,1,90,0,0,0,50,61,86,30,0,15,52,0,100,60,100,60,0,50,0
"2270",85,70,41,45,70,1,49,50,50,1,1,50,60,0,70,55,60,50,45,60,45,60,0,50,15,40,40,0,40,60,70,0
"2271",55,58,61,29,67,85,16,45,55,61,31,83,85,16,69,71,56,79,44,34,64,56,53,43,46,82,91,7,90,56,53,56
"2272",51,50,50,41,50,70,30,30,17,39,35,59,49,51,21,31,75,51,16,55,50,51,28,9,21,51,100,9,76,50,69,59
"2273",50,50,50,0,50,1,100,60,40,52,100,60,100,60,40,70,85,60,70,85,60,40,40,50,50,100,85,50,60,50,60,70
"2274",100,100,100,100,30,85,0,50,50,30,0,30,100,0,100,85,70,85,15,0,60,100,60,15,100,15,50,15,40,100,70,100
"2278",43,52,91,18,30,70,0,39,57,40,50,54,15,82,43,61,67,95,26,43,54,6,62,34,30,85,33,54,43,26,57,100
"2280",85,85,85,42,85,90,15,41,60,71,10,70,94,51,90,70,95,100,41,41,80,86,61,61,86,85,85,31,80,90,86,70
"2282",41,100,49,83,76,100,2,61,0,50,50,56,3,10,70,57,61,77,25,45,43,72,12,0,50,25,75,44,40,69,79,57
"2283",49,62,59,23,69,60,2,70,52,70,32,52,52,40,40,70,60,50,40,30,60,70,60,30,60,50,50,50,70,40,70,50
"2284",96,84,70,51,88,0,85,51,51,51,86,50,86,87,51,41,17,70,85,92,42,50,17,86,51,85,87,70,88,51,90,16
"2286",60,60,60,50,60,60,50,51,50,62,62,72,52,50,51,85,61,60,60,50,85,51,85,50,51,53,52,51,86,60,100,0
"2288",97,98,99,20,45,39,2,31,29,51,1,53,52,0,100,59,69,85,32,31,31,100,7,47,62,0,63,0,75,99,100,98
"2289",50,50,70,15,85,15,100,30,15,15,100,40,30,85,30,15,30,50,60,100,30,50,60,85,15,100,50,85,85,30,50,15
"2290",61,51,40,11,88,2,92,50,51,31,85,60,57,59,40,5,60,60,40,85,80,41,30,50,15,70,50,58,46,8,84,3
"2291",85,85,15,0,100,0,100,70,50,0,100,60,85,85,60,15,0,100,85,100,40,0,30,85,15,100,70,100,85,0,100,0
"2292",99,99,99,100,99,100,0,17,1,80,0,50,70,2,85,85,52,50,40,1,84,85,51,70,49,23,71,31,71,90,100,51
"2293",70,70,70,60,70,40,70,40,50,60,85,70,85,60,60,60,70,85,70,85,60,50,70,70,70,100,85,70,85,50,85,50
"2294",80,80,100,65,80,80,5,50,50,80,50,50,50,75,100,75,100,100,50,60,75,85,50,60,85,100,100,75,55,85,50,100
"2295",70,85,85,70,85,85,60,50,50,50,50,50,100,85,85,85,85,85,70,70,70,70,60,70,70,100,60,50,70,70,85,60
"2297",85,80,85,40,85,99,0,50,75,100,5,60,70,10,90,99,80,80,0,0,85,75,0,0,70,75,75,0,75,50,90,75
"2298",50,50,50,50,50,60,30,50,50,50,50,50,100,50,100,50,50,70,50,50,50,50,40,50,50,50,50,50,95,50,85,50
"2299",75,70,60,40,80,15,60,60,31,15,100,70,100,70,15,30,40,100,40,85,70,60,30,30,40,85,85,60,70,60,85,15
"2300",70,39,40,33,55,41,3,5,20,88,3,34,51,16,3,63,62,44,18,18,63,73,0,5,88,13,69,1,72,74,96,44
"2301",100,100,100,51,100,3,87,1,0,0,85,100,100,51,51,51,52,100,40,100,90,31,51,52,85,85,50,0,90,0,85,72
"2303",70,62,85,61,86,60,40,61,71,61,51,42,100,59,50,40,61,100,31,41,41,51,30,41,100,100,61,30,31,70,70,85
"2304",50,50,50,15,85,0,100,0,15,30,100,85,60,85,70,15,60,100,85,100,85,70,85,70,30,100,100,100,100,85,100,0
"2305",70,53,59,32,62,70,16,53,51,50,41,42,44,60,70,62,59,66,59,45,72,40,61,34,36,65,47,31,46,29,62,65
"2307",50,50,42,0,87,0,85,60,50,50,100,50,50,60,50,0,85,30,70,85,70,50,60,60,0,85,50,50,85,30,60,0
"2308",90,70,70,20,80,90,25,0,25,60,0,75,0,0,75,90,0,75,0,60,80,90,40,70,75,40,90,40,90,90,100,40
"2311",86,85,86,50,86,98,2,51,50,61,2,50,100,51,66,69,70,71,31,60,71,71,41,51,52,50,71,1,70,56,79,70
"2312",50,50,50,30,50,15,85,50,50,50,50,50,50,50,30,60,50,50,50,45,50,30,50,50,15,85,50,50,70,30,50,60
"2313",100,100,100,70,100,0,2,99,50,50,0,50,50,60,70,60,100,70,30,70,60,70,30,70,60,70,70,50,85,85,70,85
"2319",51,40,40,0,85,2,100,51,50,51,88,42,62,51,60,3,71,41,61,95,1,51,31,51,16,89,52,60,100,17,85,2
"2320",66,60,60,23,70,72,36,36,51,50,16,70,77,30,51,60,70,50,41,41,70,62,55,55,51,56,57,50,70,50,85,66
"2321",18,15,13,1,100,0,95,87,71,84,69,51,100,48,49,50,61,50,50,51,50,60,60,38,0,98,30,50,92,50,95,0
"2324",50,50,50,57,56,65,0,51,49,74,1,49,75,50,73,60,100,73,3,50,25,100,16,11,51,50,100,0,82,85,100,80
"2325",85,85,85,1,84,2,86,50,49,15,99,50,39,70,1,29,61,71,60,89,14,38,13,70,40,90,84,85,92,3,71,2
"2326",49,59,48,18,72,16,68,43,19,13,87,51,89,59,27,23,58,61,36,83,71,33,26,21,14,85,67,44,86,17,91,9
"2327",100,100,100,40,100,100,0,50,85,70,50,50,50,100,50,50,100,100,70,50,50,50,40,100,50,100,100,50,100,50,100,0
"2328",50,50,50,40,50,70,31,50,50,80,0,50,90,10,80,80,100,100,20,50,50,90,20,50,50,50,70,10,90,50,100,70
"2329",85,85,85,15,85,100,0,40,30,85,0,60,100,15,100,85,85,50,40,15,85,100,60,50,100,100,100,0,70,100,100,85
"2331",70,70,70,60,70,85,0,40,40,70,30,40,100,40,60,70,85,70,40,40,60,60,40,60,60,60,70,30,70,50,70,60
"2332",50,50,50,20,100,65,15,50,50,50,50,50,85,35,60,40,75,45,75,80,75,70,40,75,45,75,50,50,75,50,85,15
"2334",100,100,85,100,50,100,0,85,60,70,70,100,100,60,100,100,60,85,70,70,100,100,70,50,100,70,100,70,100,100,100,70
"2339",100,70,60,70,60,10,5,0,70,30,0,50,100,0,40,100,85,60,0,0,60,100,0,15,60,30,85,0,70,70,100,70
"2342",100,100,100,90,100,15,15,50,40,50,50,50,100,70,100,80,85,75,70,60,50,100,50,70,80,100,100,40,80,100,100,30
"2347",70,70,70,0,70,12,70,15,13,30,85,50,85,60,40,30,60,85,60,70,60,30,30,70,60,85,85,70,85,15,50,0
"2348",51,51,51,41,51,73,1,15,51,51,15,51,85,1,71,71,51,71,31,40,70,50,51,50,51,50,50,50,100,51,71,49
"2350",70,61,70,1,71,16,85,15,15,15,85,50,85,85,50,0,1,70,60,99,60,51,70,30,60,100,70,50,85,30,70,0
"2351",56,47,54,45,51,47,42,55,50,51,52,50,51,47,50,7,64,72,51,47,52,67,48,51,82,55,69,49,84,58,81,48
"2354",100,100,100,0,100,100,0,0,50,100,0,0,100,50,100,100,100,100,50,0,50,100,0,50,100,100,100,0,0,50,100,100
"2356",60,40,40,50,70,0,85,50,50,40,85,60,60,100,30,15,40,60,60,70,40,15,40,60,40,100,100,70,100,15,70,0
"2358",80,70,70,0,80,0,80,50,40,30,95,85,95,100,60,35,30,85,70,85,70,50,15,85,40,90,85,90,95,15,90,0
"2359",70,69,60,40,70,70,0,1,50,50,50,50,50,50,52,1,70,70,40,40,50,85,50,15,50,60,50,0,70,50,49,50
"2360",85,85,85,40,85,70,15,50,60,85,30,50,60,50,70,50,50,60,40,50,70,50,50,50,40,70,50,50,70,50,70,70
"2362",51,61,52,51,50,30,62,51,50,31,71,71,60,42,41,42,41,51,51,61,70,32,41,61,71,61,60,41,61,30,50,41
"2363",100,100,100,30,100,17,52,73,51,64,100,88,99,42,51,16,31,70,61,72,85,53,17,63,71,99,72,31,73,53,69,52
"2365",91,87,84,82,71,100,0,57,61,82,1,43,70,0,86,98,85,67,15,7,55,99,6,40,74,7,70,0,40,97,99,70
"2368",85,85,85,30,85,60,30,15,40,60,40,40,70,40,60,85,15,60,30,60,50,60,30,60,50,60,60,30,60,60,50,70
"2369",70,70,70,60,70,74,17,40,79,62,0,30,85,8,83,81,83,86,15,8,72,87,33,42,61,41,73,3,69,52,93,59
"2371",50,30,50,0,70,0,60,50,50,60,50,50,70,50,50,50,0,60,40,50,50,60,50,50,0,50,50,50,60,50,70,60
"2374",85,85,60,40,60,30,0,40,70,50,0,50,100,50,50,50,100,85,40,50,85,60,40,40,85,100,100,50,40,50,50,30
"2375",85,85,85,41,85,0,60,17,16,50,70,61,100,100,85,86,16,100,15,100,40,51,16,60,100,100,100,85,100,40,100,59
"2376",70,51,51,50,50,85,0,30,30,40,30,15,30,40,0,0,30,60,40,0,50,0,0,0,30,100,40,0,60,0,50,15
"2380",50,50,50,50,50,50,0,0,0,50,50,50,85,10,50,50,50,50,30,50,85,50,15,50,50,50,50,0,70,50,100,50
"2381",50,85,85,100,50,0,30,50,0,50,50,50,100,30,50,50,100,60,50,50,15,85,0,50,50,30,50,0,85,100,100,100
"2384",69,50,72,18,85,1,97,51,97,70,98,51,1,97,18,32,52,99,62,69,32,42,15,87,41,97,98,38,2,40,86,99
"2385",80,80,80,0,85,2,72,7,6,4,90,86,96,31,42,10,42,71,61,71,51,70,71,51,62,79,61,71,96,71,71,17
"2386",70,50,50,50,50,85,0,50,50,50,50,70,85,50,60,50,70,85,50,85,60,50,50,50,50,70,70,50,50,50,70,50
"2387",70,60,70,40,70,85,0,30,30,100,40,30,100,30,85,85,85,70,40,15,40,85,0,50,60,85,85,15,40,60,70,60
"2390",50,50,50,50,50,40,15,30,30,30,30,30,30,85,40,60,60,70,70,85,70,85,50,60,60,85,85,70,60,70,85,85
"2391",100,100,100,70,100,30,30,15,15,30,40,50,85,70,100,100,70,100,40,60,70,100,0,50,100,100,100,50,60,100,100,85
"2392",85,40,60,40,70,0,60,50,50,15,70,53,87,50,60,85,40,60,40,60,60,60,0,50,60,60,60,50,70,60,60,40
"2393",31,61,60,16,61,39,1,31,42,50,39,41,70,31,61,59,70,41,17,61,25,52,20,29,50,69,69,29,84,51,83,33
"2394",100,85,70,50,60,40,31,40,40,60,15,50,100,15,60,40,60,70,15,30,60,100,15,40,70,15,50,0,85,85,100,15
"2395",47,25,48,32,49,51,50,59,70,51,51,59,100,51,47,51,100,69,62,51,86,51,68,39,52,100,50,62,86,50,77,50
"2396",85,85,85,85,85,100,0,50,50,85,0,50,85,0,85,85,100,85,0,15,0,85,0,0,85,40,85,0,100,85,100,40
"2397",91,76,95,46,50,70,0,79,66,44,30,59,39,47,99,82,52,84,70,62,79,50,66,39,74,94,86,67,86,50,86,100
"2398",85,82,71,12,84,0,85,51,51,50,85,51,72,16,50,59,42,84,59,84,61,71,50,52,71,60,60,52,84,59,97,40
"2399",70,60,60,50,85,30,70,50,60,40,60,40,70,50,70,50,70,60,85,80,60,80,50,60,60,100,50,50,85,50,75,15
"2401",90,85,90,75,60,85,1,40,70,70,50,60,59,40,85,85,70,70,50,30,50,85,50,50,60,70,60,50,70,85,40,85
"2402",85,85,85,70,85,86,5,1,19,70,2,15,50,15,83,90,50,85,86,40,40,99,8,85,51,35,95,2,73,94,100,40
"2404",50,40,50,15,60,50,70,50,50,72,70,70,85,40,50,40,70,50,40,50,40,40,40,50,40,60,70,40,70,40,50,40
"2405",50,50,50,30,60,54,29,49,84,50,50,50,70,70,15,50,50,50,40,50,70,50,50,50,50,85,50,50,70,50,100,50
"2406",72,71,85,21,82,15,15,86,100,39,17,33,27,50,4,15,49,93,1,85,16,100,13,3,33,50,78,37,73,80,39,0
"2407",85,85,85,85,85,70,0,60,30,60,30,50,100,15,85,85,70,70,70,30,70,85,50,85,70,85,85,0,70,85,100,70
"2409",85,99,88,88,83,85,3,41,48,66,40,87,39,51,95,50,84,94,58,50,70,97,25,49,48,65,68,58,74,85,95,45
"2410",100,100,100,0,100,30,5,60,50,50,50,50,75,45,80,40,50,60,30,40,65,50,40,60,30,75,50,40,100,40,100,15
"2412",50,50,54,60,60,16,61,78,50,50,60,51,49,41,39,50,50,51,40,67,60,50,39,60,35,84,68,60,71,41,51,59
"2413",100,60,70,50,71,15,30,60,70,60,60,71,85,70,60,40,50,85,30,70,60,85,60,70,70,85,100,40,85,70,85,70
"2414",49,51,50,29,52,32,32,50,51,51,31,58,60,80,50,52,71,82,85,49,78,89,82,70,41,91,82,52,84,86,63,73
"2416",85,85,85,70,85,100,30,50,50,70,40,50,70,30,70,70,85,70,40,40,60,85,40,50,85,85,85,15,85,85,50,85
"2417",70,70,70,15,70,15,70,50,50,50,100,60,70,85,40,40,60,70,50,60,40,40,40,50,40,100,60,40,85,40,60,40
"2418",75,70,59,16,78,19,61,31,50,51,68,50,52,3,6,77,50,17,51,38,53,52,59,60,40,23,51,52,98,51,94,6
"2419",50,50,50,30,50,50,4,50,52,50,50,50,50,50,50,50,50,50,50,50,50,0,50,0,100,100,50,50,0,0,50,100
"2420",70,66,84,35,45,61,3,10,6,5,2,29,63,17,31,66,64,62,46,39,65,62,55,60,63,50,62,31,84,64,80,100
"2421",85,85,85,85,85,65,10,70,20,50,20,70,90,30,90,50,70,65,40,50,70,85,30,50,70,70,70,10,70,80,90,70
"2423",80,80,80,40,80,80,0,50,50,70,15,40,50,0,60,70,60,70,50,40,60,60,30,50,50,60,50,0,50,60,80,60
"2424",92,94,88,24,99,31,2,60,51,40,61,50,100,59,40,30,12,96,60,84,58,57,51,79,76,98,85,51,86,41,95,41
"2426",41,41,33,33,70,7,71,1,1,1,84,51,85,51,52,56,58,70,57,76,29,40,50,31,1,87,54,61,82,30,53,16
"2427",95,95,95,95,95,62,15,60,15,49,40,59,71,16,60,70,70,84,40,40,60,84,15,70,75,75,75,30,69,51,97,50
"2428",71,1,100,1,99,11,100,27,26,37,57,12,23,99,100,69,99,91,99,52,77,99,55,91,45,100,100,89,81,100,98,99
"2430",90,90,90,15,90,15,100,20,75,5,100,50,90,80,0,0,60,80,40,70,70,80,40,80,50,90,80,40,90,20,65,0
"2433",60,60,70,60,40,100,50,70,60,70,70,50,100,70,85,60,70,100,70,85,50,50,40,60,50,100,70,50,60,50,85,50
"2434",15,50,40,30,60,100,0,50,85,60,0,50,70,0,60,70,70,85,0,15,85,100,60,30,15,85,100,15,40,100,85,40
"2435",60,60,85,40,85,60,30,50,50,50,50,50,100,50,50,50,50,70,70,50,85,50,70,50,85,100,85,50,100,50,70,100
"2436",60,60,60,40,60,15,30,80,85,50,50,80,100,90,15,60,80,60,70,75,55,90,55,40,90,90,90,80,99,40,85,0
"2437",70,70,70,70,50,70,0,50,50,70,0,60,85,60,50,50,60,100,50,0,70,50,70,50,50,100,50,50,100,50,0,70
"2438",85,85,85,45,85,0,60,50,50,10,85,70,70,70,20,20,25,90,75,95,60,35,10,85,35,95,85,85,90,25,90,0
"2439",51,80,94,32,21,84,0,2,3,88,16,44,85,85,84,85,41,92,38,43,41,51,58,18,80,100,100,2,83,52,86,99
"2440",80,80,80,40,80,10,25,60,75,40,60,50,60,30,30,40,70,55,30,40,40,10,30,55,40,90,50,20,75,5,60,20
"2442",85,50,50,50,70,50,0,50,50,50,30,50,85,40,40,50,50,70,40,50,60,85,50,40,60,100,70,50,100,50,70,60
"2444",90,75,25,10,90,80,10,50,50,75,25,40,90,2,25,30,30,50,75,30,60,25,20,50,25,25,75,10,90,10,90,10
"2445",71,85,86,85,40,69,1,70,86,49,1,51,100,51,94,84,60,93,16,30,50,100,16,30,70,85,100,0,70,50,85,99
"2446",85,85,85,85,85,88,11,40,50,85,30,61,90,30,85,75,70,95,30,40,90,90,40,30,90,60,95,10,70,98,90,90
"2448",90,80,90,70,90,15,0,60,100,60,50,0,70,30,60,0,15,60,50,85,15,100,0,30,100,70,100,60,100,100,100,0
"2449",50,50,30,0,50,0,61,16,16,1,69,51,61,50,49,16,15,59,62,60,50,40,1,39,1,49,61,61,70,15,51,16
"2450",50,50,50,40,50,1,80,50,51,75,100,50,51,71,31,17,58,56,51,85,59,5,59,50,58,95,55,51,87,6,50,22
"2453",11,81,92,0,18,100,0,100,28,0,30,81,81,95,81,68,99,99,97,85,96,99,81,74,81,85,58,78,94,88,96,100
"2454",100,85,70,40,85,100,15,30,30,70,30,50,50,30,100,100,50,85,40,30,40,100,40,100,100,30,100,50,85,100,100,85
"2455",85,80,70,15,85,5,85,75,60,70,60,50,60,65,80,55,75,60,60,65,55,85,65,45,40,90,95,35,85,60,90,30
"2456",70,50,85,15,85,15,60,0,0,15,70,40,50,60,40,15,30,70,60,85,50,60,30,85,30,60,85,70,100,40,60,15
"2457",91,90,90,60,47,100,0,52,52,62,0,51,85,0,90,94,87,79,40,15,69,87,31,33,94,57,98,11,96,95,94,87
"2460",70,70,85,40,85,85,40,70,80,70,70,85,100,70,85,70,100,70,85,65,85,70,85,60,70,100,85,60,85,70,70,60
"2461",85,70,70,40,85,0,100,0,0,0,100,30,70,85,40,40,85,70,70,85,0,70,0,70,70,85,85,85,100,70,100,0
"2466",50,50,50,50,50,40,50,50,50,50,50,50,50,60,60,50,50,60,60,70,50,50,50,50,80,80,50,60,60,50,50,60
"2468",70,60,60,15,85,0,85,50,50,50,60,50,85,50,60,40,50,60,40,40,50,85,40,50,0,100,60,50,85,85,70,40
"2469",40,85,60,60,85,100,0,50,0,100,0,50,100,50,50,100,50,70,30,0,50,70,50,0,70,85,50,0,85,85,50,60
"2471",70,70,70,30,70,15,85,15,0,15,84,30,70,70,50,15,30,85,30,85,15,40,40,60,70,85,85,60,100,50,85,0
"2472",70,70,60,40,85,100,15,15,40,70,0,50,70,0,70,85,50,60,70,30,50,100,60,70,70,30,100,30,50,85,85,85
"2473",50,50,50,9,61,0,60,50,50,50,50,50,100,50,15,50,84,60,53,50,50,50,50,50,14,50,51,50,50,50,50,15
"2475",85,10,10,1,100,3,100,85,50,70,50,53,57,85,50,70,100,100,85,100,85,100,60,100,0,100,70,100,100,100,100,100
"2476",60,70,85,40,100,0,85,70,50,0,85,85,50,85,40,0,50,70,50,85,50,0,50,60,50,100,70,70,85,0,50,50
"2478",66,71,66,65,100,30,70,51,51,51,71,69,86,72,50,31,99,69,70,71,72,42,41,70,16,71,71,60,87,42,51,40
"2479",93,78,71,17,93,17,67,59,52,46,91,52,92,41,51,70,52,82,92,100,100,75,94,84,80,100,100,60,97,69,100,47
"2480",50,50,50,0,50,100,15,40,60,100,50,50,100,40,70,50,85,50,15,30,85,50,50,50,50,100,100,15,85,50,100,60
"2481",100,100,100,50,100,85,50,50,70,70,70,100,100,50,85,85,70,100,50,85,100,50,0,50,100,100,100,50,100,50,100,85
"2482",50,50,52,30,50,0,85,60,40,0,100,62,60,85,40,30,15,85,70,100,60,30,70,100,50,100,85,100,85,0,85,0
"2483",80,68,78,85,70,71,39,55,37,56,30,27,85,51,74,68,63,71,63,61,71,78,64,58,61,57,84,70,73,83,54,76
"2487",60,50,30,0,85,0,85,60,15,50,70,50,85,70,30,15,0,60,50,85,50,30,30,60,0,100,60,70,85,50,70,0
"2489",70,71,70,70,51,85,70,50,60,50,70,85,40,85,40,86,85,85,85,70,85,40,71,85,87,100,70,85,85,30,70,100
"2490",61,61,70,50,71,40,98,41,31,41,87,85,70,52,61,70,76,85,85,62,85,51,85,61,51,92,70,52,86,51,91,57
"2491",50,50,50,50,35,86,0,1,1,95,0,11,97,0,95,65,50,75,31,0,50,85,16,35,50,51,70,0,40,50,92,78
"2493",70,70,70,15,70,0,60,50,30,50,70,50,60,85,30,40,50,85,70,85,70,40,40,70,50,100,85,60,85,15,60,30
"2494",85,85,85,40,85,30,15,50,50,50,50,50,15,30,85,85,60,85,30,30,40,85,15,40,60,60,60,30,40,85,60,60
"2495",46,75,51,35,92,2,100,44,2,32,99,82,3,99,1,51,37,87,24,99,87,1,52,52,0,99,99,52,94,0,74,0
"2496",53,99,52,86,61,85,0,50,50,50,50,70,50,50,50,50,40,85,40,50,50,0,50,40,40,85,50,50,40,0,60,50
"2497",99,99,99,65,99,70,0,1,17,78,0,2,31,1,99,99,86,50,16,1,70,99,0,17,92,31,99,1,66,99,100,100
"2498",50,50,30,0,30,0,70,80,0,0,85,50,0,50,50,0,50,50,50,0,50,50,30,50,50,50,50,50,100,50,50,0
"2501",51,73,21,7,97,0,99,50,50,51,98,51,99,58,78,47,81,76,86,93,43,79,56,72,3,92,90,53,98,48,76,2
"2502",60,70,85,68,70,86,31,18,30,86,17,32,31,51,61,98,51,88,70,31,61,61,31,52,52,98,70,17,86,41,51,72
"2503",91,63,78,40,100,90,15,30,30,85,23,60,100,15,50,79,60,70,40,15,57,68,34,31,50,100,90,0,85,21,93,37
"2505",60,50,50,60,50,85,50,70,100,60,30,60,50,30,40,85,70,85,60,40,60,85,70,70,30,30,30,70,85,60,100,60
"2506",82,90,99,63,89,99,1,65,85,54,81,40,44,64,50,88,85,86,87,78,89,50,75,71,87,99,61,62,72,60,88,81
"2507",50,50,50,0,50,0,25,75,25,50,10,50,75,25,75,50,25,50,75,50,50,50,0,50,50,50,50,25,90,50,100,0
"2510",80,80,80,38,80,0,50,15,50,15,70,70,85,60,30,45,85,50,50,60,80,85,40,50,70,90,70,35,100,60,100,15
"2511",60,60,60,60,60,70,50,50,50,50,50,50,60,60,50,50,50,50,50,50,50,50,50,50,50,60,50,50,50,50,50,60
"2512",100,100,100,17,100,30,84,50,50,40,60,50,51,69,30,50,50,51,51,71,50,50,41,50,40,85,71,71,69,42,51,2
"2513",78,80,79,51,62,100,0,0,1,84,16,18,31,6,86,99,99,86,40,1,32,81,5,17,85,15,95,0,41,73,100,85
"2515",50,50,50,40,50,50,50,51,51,49,50,49,49,40,40,50,50,50,40,50,50,50,50,50,50,50,50,50,70,50,85,50
"2516",18,72,73,18,63,50,73,62,50,85,31,16,86,3,30,42,16,99,17,42,32,51,16,41,84,85,42,31,17,51,98,40
"2520",52,31,41,16,86,17,42,51,51,51,50,51,100,51,71,100,99,100,1,50,71,100,2,0,100,100,99,51,98,100,100,62
"2522",50,50,50,50,50,60,0,70,15,50,0,50,50,0,85,70,15,70,70,0,60,85,50,70,70,50,50,0,85,70,85,50
"2524",70,60,65,50,70,60,0,10,15,70,0,40,90,40,85,90,80,85,30,30,80,100,40,50,85,70,100,0,60,90,90,75
"2525",50,85,85,0,85,7,72,50,52,1,86,29,87,14,33,16,29,71,29,64,17,51,59,51,19,87,51,78,90,43,85,0
"2526",70,70,60,40,70,85,4,0,4,93,6,41,98,16,85,85,71,85,40,11,50,49,11,50,50,71,61,0,50,50,85,61
"2528",50,40,30,30,40,100,50,50,40,70,70,70,70,85,85,60,60,40,60,100,50,70,50,85,60,100,50,70,100,70,70,85
"2530",100,100,100,100,100,95,3,50,50,40,30,60,100,100,50,50,88,100,88,88,75,65,50,75,100,100,100,50,99,65,50,100
"2531",75,75,50,50,50,60,30,85,50,50,50,50,100,50,30,50,30,30,50,50,50,50,50,50,50,50,50,50,80,50,50,50
"2533",70,70,50,30,70,71,50,60,29,48,70,51,61,100,61,52,59,73,41,69,72,50,71,51,73,100,72,53,83,50,72,15
"2534",98,84,97,73,96,99,2,51,52,86,16,62,85,32,100,85,86,84,86,98,72,87,31,98,86,86,99,3,85,71,92,86
"2535",61,51,50,32,50,15,61,41,30,41,92,67,42,85,51,41,60,70,56,65,41,40,61,60,50,85,67,85,66,51,61,5
"2537",50,50,50,0,85,99,1,52,50,59,31,40,99,50,60,60,50,60,50,38,32,60,14,51,51,85,62,30,60,61,85,85
"2538",67,70,97,40,30,85,1,49,50,51,0,48,69,80,76,68,40,92,73,52,61,68,51,59,69,97,71,51,40,71,71,100
"2539",50,50,50,50,50,50,43,51,51,52,48,50,85,52,50,40,50,73,50,61,49,51,41,51,51,87,50,51,85,51,82,60
"2540",68,64,67,30,70,32,79,83,54,74,54,72,62,20,42,73,65,61,33,66,72,65,69,54,54,38,69,51,73,61,94,4
"2541",50,50,50,30,50,15,70,50,50,50,85,70,60,60,50,70,50,50,70,70,60,50,60,50,50,70,50,40,70,50,60,50
"2546",50,30,40,0,60,0,85,50,0,0,85,70,50,60,15,0,15,85,70,70,60,0,15,50,15,85,85,85,85,0,60,0
"2547",51,51,51,32,71,41,85,34,30,31,31,30,40,100,50,1,61,61,60,51,60,1,60,50,1,98,52,51,100,3,60,51
"2550",64,61,71,31,85,16,85,51,51,51,85,52,85,71,85,61,86,75,70,71,70,17,71,70,60,99,71,85,99,31,99,61
"2551",100,100,100,0,100,15,100,50,50,4,100,50,50,100,50,50,70,100,60,74,60,50,87,70,50,89,70,86,89,50,70,100
"2552",100,50,40,0,100,0,100,0,0,0,100,30,40,30,15,0,30,85,70,85,50,15,0,60,0,70,100,70,100,0,100,0
"2553",72,99,86,92,69,93,3,85,86,84,66,68,62,68,53,88,52,73,69,60,60,85,53,52,62,60,17,62,61,86,86,98
"2556",85,85,85,40,70,30,0,50,50,60,0,50,70,40,70,60,70,70,40,15,60,70,40,50,70,60,60,15,60,70,70,60
"2557",50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"2558",85,85,85,60,85,70,0,50,50,70,30,50,70,40,40,85,50,60,40,30,60,70,40,30,85,85,60,15,70,85,70,40
"2560",83,77,77,77,62,90,2,7,6,82,1,37,92,3,75,85,73,80,27,7,46,75,11,46,75,73,88,2,76,79,83,67
"2561",100,100,100,100,100,18,5,6,1,1,14,15,70,100,100,3,0,100,100,2,9,100,3,16,100,100,100,100,9,100,100,100
"2562",66,66,66,16,66,1,99,51,51,1,16,66,70,66,40,20,60,70,60,67,70,50,16,50,1,70,85,60,99,15,66,31
"2564",60,85,70,22,70,60,0,50,60,85,15,50,85,0,85,85,50,70,15,15,40,60,0,30,50,40,70,0,70,60,50,60
